Date,Open,High,Low,Close
1980-12-12 00:00:00-05:00,0.09883449226617813,0.0992641836026215,0.09883449226617813,0.09883449226617813
1980-12-15 00:00:00-05:00,0.09410792734237952,0.09410792734237952,0.09367823600769043,0.09367823600769043
1980-12-16 00:00:00-05:00,0.08723210845538532,0.08723210845538532,0.0868024230003357,0.0868024230003357
1980-12-17 00:00:00-05:00,0.08895087987184525,0.08938057115175883,0.08895087987184525,0.08895087987184525
1980-12-18 00:00:00-05:00,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088
1980-12-19 00:00:00-05:00,0.09711568802595139,0.09754537913953522,0.09711568802595139,0.09711568802595139
1980-12-22 00:00:00-05:00,0.10184229910373688,0.10227275915299852,0.10184229910373688,0.10184229910373688
1980-12-23 00:00:00-05:00,0.10613998025655746,0.10656967164306953,0.10613998025655746,0.10613998025655746
1980-12-24 00:00:00-05:00,0.11172590404748917,0.11215559531935464,0.11172590404748917,0.11172590404748917
1980-12-26 00:00:00-05:00,0.12203923612833022,0.12246892754667453,0.12203923612833022,0.12203923612833023
1980-12-29 00:00:00-05:00,0.12375795096158981,0.12418764224325607,0.12375795096158981,0.12375795096158981
1980-12-30 00:00:00-05:00,0.12117984639500773,0.12117984639500773,0.12075016647577286,0.12075016647577286
1980-12-31 00:00:00-05:00,0.11774232380061443,0.11774232380061443,0.11731263250112534,0.11731263250112534
1981-01-02 00:00:00-05:00,0.1186017096042633,0.11946109230960722,0.1186017096042633,0.1186017096042633
1981-01-05 00:00:00-05:00,0.11645320525576931,0.11645320525576931,0.11602352559566498,0.11602352559566498
1981-01-06 00:00:00-05:00,0.11129620808228245,0.11129620808228245,0.11086651682853699,0.11086651682853699
1981-01-07 00:00:00-05:00,0.10656967164306953,0.10656967164306953,0.10613998025655746,0.10613998025655746
1981-01-08 00:00:00-05:00,0.10442120320233411,0.10442120320233411,0.10399152338504791,0.10399152338504791
1981-01-09 00:00:00-05:00,0.10957744717597961,0.11000713840084055,0.10957744717597961,0.10957744717597961
1981-01-12 00:00:00-05:00,0.10957740827527508,0.10957740827527508,0.10871803760528564,0.10871803760528564
1981-01-13 00:00:00-05:00,0.10528053463193224,0.10528053463193224,0.10485084354877472,0.10485084354877472
1981-01-14 00:00:00-05:00,0.10528058558702469,0.10571027687814988,0.10528058558702469,0.10528058558702469
1981-01-15 00:00:00-05:00,0.10742902010679245,0.10828839113070722,0.10742902010679245,0.10742902010679245
1981-01-16 00:00:00-05:00,0.10699932411809036,0.10699932411809036,0.10656963288784027,0.10656963288784027
1981-01-19 00:00:00-05:00,0.11301497370004655,0.11344466499971131,0.11301497370004655,0.11301497370004654
1981-01-20 00:00:00-05:00,0.11000713840084055,0.11000713840084055,0.10957744717597961,0.10957744717597961
1981-01-21 00:00:00-05:00,0.11172590404748917,0.11258527511656868,0.11172590404748917,0.11172590404748917
1981-01-22 00:00:00-05:00,0.11301497370004655,0.11387435629937608,0.11301497370004655,0.11301497370004654
1981-01-23 00:00:00-05:00,0.11301494520486231,0.11344463639618628,0.11258525401353836,0.11258525401353836
1981-01-26 00:00:00-05:00,0.11129620808228245,0.11129620808228245,0.11086651682853699,0.11086651682853699
1981-01-27 00:00:00-05:00,0.11086650051597961,0.11086650051597961,0.11000712960958482,0.11000712960958481
1981-01-28 00:00:00-05:00,0.10699932411809036,0.10699932411809036,0.10656963288784027,0.10656963288784027
1981-01-29 00:00:00-05:00,0.1031321225968401,0.1031321225968401,0.10270243138074875,0.10270243138074875
1981-01-30 00:00:00-05:00,0.09797507025311904,0.09797507025311904,0.09711568802595139,0.09711568802595139
1981-02-02 00:00:00-05:00,0.09195946465181216,0.09195946465181216,0.09152977913618088,0.09152977913618088
1981-02-03 00:00:00-05:00,0.09496724605560303,0.09539693138955078,0.09496724605560303,0.09496724605560303
1981-02-04 00:00:00-05:00,0.09840479493141174,0.09883447471690705,0.09840479493141174,0.09840479493141174
1981-02-05 00:00:00-05:00,0.09840479493141174,0.09926416597705347,0.09840479493141174,0.09840479493141174
1981-02-06 00:00:00-05:00,0.09883449226617813,0.0992641836026215,0.09883449226617813,0.09883449226617813
1981-02-09 00:00:00-05:00,0.09453761293974207,0.09453761293974207,0.09367823600769043,0.09367823600769043
1981-02-10 00:00:00-05:00,0.09367823600769043,0.09410792734237952,0.09367823600769043,0.09367823600769043
1981-02-11 00:00:00-05:00,0.09110008486922466,0.09110008486922466,0.0906703993678093,0.0906703993678093
1981-02-12 00:00:00-05:00,0.09024070476332736,0.09024070476332736,0.08981024473905563,0.08981024473905563
1981-02-13 00:00:00-05:00,0.08852116439948478,0.08852116439948478,0.08766178786754608,0.08766178786754608
1981-02-17 00:00:00-05:00,0.08981024473905563,0.09024070476332736,0.08981024473905563,0.08981024473905563
1981-02-18 00:00:00-05:00,0.09367823600769043,0.09453761293974207,0.09367823600769043,0.09367823600769043
1981-02-19 00:00:00-05:00,0.08852119136901793,0.08852119136901793,0.08809150010347366,0.08809150010347366
1981-02-20 00:00:00-05:00,0.08379462501081164,0.08379462501081164,0.08336493372917175,0.08336493372917175
1981-02-23 00:00:00-05:00,0.08465401828289032,0.08508370967713015,0.08465401828289032,0.08465401828289032
1981-02-24 00:00:00-05:00,0.0825055283694332,0.0825055283694332,0.0816461518406868,0.0816461518406868
1981-02-25 00:00:00-05:00,0.0868024230003357,0.08723210845538532,0.0868024230003357,0.0868024230003357
1981-02-26 00:00:00-05:00,0.08809150010347366,0.08852119136901793,0.08809150010347366,0.08809150010347366
1981-02-27 00:00:00-05:00,0.09110008180141449,0.09195945851263083,0.09110008180141449,0.09110008180141449
1981-03-02 00:00:00-05:00,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088
1981-03-03 00:00:00-05:00,0.09067043815910085,0.09067043815910085,0.09024074673652649,0.09024074673652649
1981-03-04 00:00:00-05:00,0.08981025529190903,0.08981025529190903,0.08938056975603104,0.08938056975603104
1981-03-05 00:00:00-05:00,0.08938057115175883,0.08938057115175883,0.08895087987184525,0.08895087987184525
1981-03-06 00:00:00-05:00,0.08895087689723656,0.08895087689723656,0.08809150010347366,0.08809150010347366
1981-03-09 00:00:00-05:00,0.08164616230846304,0.08164616230846304,0.0812164768576622,0.0812164768576622
1981-03-10 00:00:00-05:00,0.07777825331415526,0.07777825331415526,0.07734856754541397,0.07734856754541397
1981-03-11 00:00:00-05:00,0.07520008541636075,0.07520008541636075,0.07434070855379105,0.07434070855379105
1981-03-12 00:00:00-05:00,0.07734856754541397,0.07777825331415526,0.07734856754541397,0.07734856754541397
1981-03-13 00:00:00-05:00,0.07691882857716592,0.07691882857716592,0.07648914307355881,0.07648914307355881
1981-03-16 00:00:00-05:00,0.07949773967266083,0.08035711648555208,0.07949773967266083,0.07949773967266083
1981-03-17 00:00:00-05:00,0.08336493372917175,0.08422431055512569,0.08336493372917175,0.08336493372917175
1981-03-18 00:00:00-05:00,0.08852120488882065,0.08938058181383579,0.08852120488882065,0.08852120488882065
1981-03-19 00:00:00-05:00,0.08809147326485349,0.08809147326485349,0.08766178786754608,0.08766178786754608
